rent rentsqm area yearc location district
265.897 5.318 50 1957.5 2 916
465.385 9.308 50 1957.5 2 113
512.359 4.974 103 1930 1 1404
432.718 7.868 55 1918 1 623
600.103 7.596 79 1957.5 1 563
941.692 6.45 146 1979 1 1611
362.615 4.835 75 1940 1 2525
568.103 6.928 82 1973 2 711
749.231 8.144 92 1973 1 713
425.385 8.508 50 1957.5 2 153
684.667 8.249 83 1972 1 1911
366.462 6.318 58 1972 1 1831
599.949 7.316 82 1984 1 1634
431.795 6.35 68 1965 1 1944
383.59 5.48 70 1957.5 1 1811
474 3.95 120 1918 2 511
224.154 5.604 40 1957.5 1 623
255.128 9.112 28 1963 1 711
417.641 5.287 79 1970 2 713
451.179 10.026 45 1957.5 2 412
636.41 6.364 100 1971 2 1852
237.026 4.31 55 1972 1 1932
313.436 5.804 54 1962 1 1933
458.872 6.849 67 1963 1 1712
786.821 9.257 85 1994.5 1 2514
459.744 7.073 65 1918 2 913
552.462 9.525 58 1986 1 623
738.256 9.714 76 1992 1 1406
374.718 6.691 56 1957.5 2 1943
792.256 11.318 70 1989 2 2025
495.179 9.523 52 1972 1 1927
374.462 5.761 65 1962 1 1404
430.462 6.33 68 1964 1 1402
817.436 9.083 90 1979 1 1401
676.872 10.576 64 1957 1 1711
291.795 11.223 26 1972 2 350
567.128 14.542 39 1983 2 531
262.615 5.471 48 1932 1 1812
678.308 9.69 70 1991 1 1911
345.641 9.875 35 1995 1 623
494.821 6.969 71 1918 1 563
328.821 3.78 87 1957.5 2 125
378.308 9.955 38 1957.5 1 1617
1208.051 11.961 101 1980 2 411
646 8.282 78 1957 1 713
275.385 3.094 89 1930 1 816
366.359 6.317 58 1938 1 1213
395.744 4.602 86 1957 1 424
577.641 9.791 59 1994 1 2149
382.513 5.977 64 1935 1 2524
597.795 6.293 95 1918 2 372
400.769 6.262 64 1918 1 163
205.231 5.701 36 1955 2 411
300.667 2.733 110 1918 2 1243
283.949 10.141 28 1929 2 412
265.333 4.575 58 1918 2 1243
208.462 2.978 70 1918 2 914
518.205 8.637 60 1959 2 210
428.051 12.59 34 1957 2 1243
876.154 10.952 80 1924 2 414
373.641 10.098 37 1929 2 412
313.18 4.606 68 1957.5 2 415
515.436 6.608 78 1980 2 350
94.051 2.045 46 1918 1 1921
266.462 6.832 39 1968 1 1921
378.256 5.182 73 1968 1 1921
352.051 5.416 65 1959 1 1371
505.231 7.43 68 1918 2 372
310.667 4.142 75 1961 1 1013
270.051 6.587 41 1957.5 2 531
464.872 5.534 84 1991 1 1713
314.667 5.333 59 1957.5 1 1402
257.641 4.294 60 1956 1 711
641.487 9.434 68 1979 1 1401
276.667 5.321 52 1960 2 561
485.897 7.252 67 1939 2 941
391.385 6.989 56 1955 1 1713
615.077 12.302 50 1972 1 1236
532.923 9.188 58 1984 1 2024
447.692 5.206 86 1962 1 734
301.692 9.732 31 1972 1 816
718.103 9.206 78 1955 1 1371
576.103 10.107 57 1972 2 425
286.051 2.424 118 1918 1 822
539.231 4.947 109 1918 1 612
245.231 3.503 70 1918 2 914
538.462 6.567 82 1985 1 1346
535.077 7.134 75 1971 1 1643
631.18 7.426 85 1957.5 1 612
308.462 4.059 76 1918 2 532
581.436 12.371 47 1983 1 422
412.564 4.911 84 1918 1 432
483.949 9.489 51 1956 2 563
225.282 4.172 54 1957.5 2 941
518.462 3.988 130 1918 1 1831
502 11.674 43 1972 1 1812
395.385 5.73 69 1957 1 1621
568.154 5.682 100 1972 1 1342
631.128 7.339 86 1983 1 1541
486.308 5.59 87 1968 1 1942
325.077 3.351 97 1918 2 925
259.231 4.181 62 1955 1 2523
649.385 6.908 94 1971 1 1012
359.385 9.983 36 1966 1 2421
517.692 10.785 48 1985 1 2421
239.282 2.782 86 1960 1 2421
267.385 9.549 28 1968 1 1112
706.205 8.407 84 1981 1 1133
247.795 3.304 75 1918 2 360
663.436 9.902 67 1991 2 162
367.744 5.658 65 1957.5 1 711
375.128 7.656 49 1983 1 1832
261.949 6.893 38 1918 1 1713
341.846 5.102 67 1936 2 943
105.744 2.783 38 1957.5 1 811
852.667 10.658 80 1972 3 1331
968.82 7.452 130 1929 2 331
446.667 5.956 75 1957.5 1 1516
875.026 8.579 102 1918 2 360
661.744 8.377 79 1986 1 1921
468.923 9.018 52 1929 1 543
329.282 6.098 54 1966 1 1955
325.59 9.044 36 1967 1 1934
284.718 7.493 38 1957.5 2 942
578.667 9.977 58 1957.5 2 941
592.462 6.511 91 1979 1 1611
848.923 7.86 108 1994.5 1 2513
565.128 9.744 58 1983 2 2529
283.897 4.895 58 1954 1 2524
322.256 4.739 68 1960 1 623
364.872 5.068 72 1968 1 1321
344.462 9.842 35 1972 2 943
661.846 6.685 99 1939 2 914
183.59 2.623 70 1918 2 913
274.974 7.236 38 1970 1 2033
575.744 4.838 119 1939 2 531
342.103 7.602 45 1971 1 2221
141.231 1.642 86 1929 1 1812
613.795 6.138 100 1983 1 1342
388.667 6.819 57 1955 1 963
283.333 9.444 30 1972 2 914
768.462 10.385 74 1986 2 2035
504.154 9.885 51 1989 1 1636
508.821 8.773 58 1918 2 426
1551.18 9.695 160 1918 2 251
350.615 6.261 56 1918 1 816
307.487 13.369 23 1969 2 372
422 5.342 79 1991 2 1634
481.077 8.294 58 1958 1 1926
561.077 6.234 90 1962 1 1122
815.59 7.622 107 1972 3 911
550 11 50 1991 2 930
226.615 7.554 30 1965 1 1934
347.077 7.888 44 1985 1 1346
629.538 6.558 96 1979 1 2024
329.846 6.872 48 1939 2 210
396.308 13.21 30 1959 2 512
400.103 6.252 64 1973 2 331
283.692 5.066 56 1957.5 2 231
279.026 5.813 48 1939 1 1011
325.128 5.244 62 1939 1 916
293.795 3.816 77 1918 2 414
449.18 4.679 96 1918 2 414
525.539 6.488 81 1957.5 1 2135
308.821 5.939 52 1957.5 1 1911
242.051 8.068 30 1957.5 2 1263
364.718 9.857 37 1974 1 915
405.077 8.102 50 1929 3 1263
808.41 6.851 118 1924 2 1853
590.718 8.204 72 1996 1 1513
537.282 7.261 74 1939 1 1401
587.282 6.829 86 1963 1 1342
558.205 8.86 63 1982 1 1646
448.103 4.818 93 1971 2 1934
372.051 8.652 43 1984 1 1912
302.154 7.554 40 1938 2 1954
883.487 9.3 95 1970 3 1955
604.359 3.777 160 1918 2 1263
424.923 7.588 56 1967 1 1013
354.051 6.437 55 1958 1 1713
404.256 11.229 36 1972 2 312
169.897 6.292 27 1972 2 2134
439.538 7.578 58 1957.5 2 2134
646.769 10.106 64 1995 2 711
431.077 7.185 60 1976 1 1644
336.718 6.013 56 1964 2 2133
431.897 9.189 47 1983 1 611
259.538 4.326 60 1918 1 1911
592.872 6.661 89 1962 2 415
865.949 11.546 75 1982 2 1532
649.744 7.555 86 1970 1 713
364.923 4.866 75 1962 1 711
305.385 3.393 90 1918 1 2135
1163.487 10.117 115 1955 3 912
593.487 9.131 65 1918 1 261
407.487 11.013 37 1991 1 1712
430.718 7.691 56 1983 2 1541
348.821 6.46 54 1983 2 1541
703.026 8.369 84 1970 2 1541
574.103 6.379 90 1970 1 1022
389.59 10.529 37 1971 1 1012
357.128 5.669 63 1964 1 1013
511.282 9.13 56 1984 2 321
529.333 8.271 64 1961 1 1942
665.795 8.22 81 1968 1 1942
489.59 6.442 76 1939 1 2414
618.513 7.93 78 1994.5 1 1402
595.846 7.356 81 1985 1 1341
356.103 9.371 38 1958 1 1822
577.487 8.619 67 1967 1 2514
556.41 5.509 101 1929 2 914
326.154 12.544 26 1960 1 1241
658.205 9.824 67 1991 1 1361
671.077 8.715 77 1959 2 2145
390.718 6.855 57 1972 2 711
661.18 9.183 72 1972 1 2213
429.282 11.297 38 1972 2 1238
544.154 8.002 68 1957.5 1 2135
410.308 5.194 79 1989 1 2131
450.718 5.008 90 1989 1 2131
424.718 6.534 65 1968 1 1641
389.641 5.647 69 1956 2 926
197.949 2.828 70 1956 1 2513
273.18 8.278 33 1939 1 252
285.846 4.928 58 1955 1 1375
250.615 4.82 52 1959 1 1713
696.154 8.812 79 1973 2 1334
403.641 9.845 41 1986 1 2526
864.41 8.232 105 1969 3 1853
274.308 6.858 40 1972 1 1406
402.821 5.838 69 1983 2 711
422.821 3.524 120 1918 1 124
540.154 4.427 122 1918 1 261
675.333 7.762 87 1980 1 261
523.077 8.303 63 1918 1 1711
258.513 3.977 65 1929 2 961
205.231 1.866 110 1929 3 911
368.564 10.84 34 1961 2 2135
460 7.188 64 1963 1 611
521.692 7.246 72 1972 2 321
860.308 9.152 94 1982 1 611
409.897 4.658 88 1955 2 522
285.641 8.161 35 1971 1 963
643.744 9.904 65 1972 2 611
255.487 2.747 93 1918 1 624
424.462 5.815 73 1957.5 1 252
644.974 10.403 62 1972 1 1646
441.59 5.735 77 1969 1 1133
476.769 7.946 60 1961 2 231
299.436 6.509 46 1957.5 1 522
732.256 10.17 72 1918 2 531
456.256 11.699 39 1957.5 2 153
311.487 10.383 30 1968 1 1921
429.846 9.552 45 1992 2 930
157.231 2.711 58 1929 2 232
670.615 10.478 64 1991 2 1408
359.436 4.493 80 1970 1 724
416.769 9.692 43 1957.5 2 350
308 8.8 35 1959 2 926
322.154 8.478 38 1959 1 624
265.59 5.42 49 1963 1 623
231.949 3.741 62 1972 1 432
501.59 7.962 63 1957.5 2 350
697.846 6.231 112 1918 2 360
444.359 7.935 56 1969 1 2522
664.308 7.381 90 1956 1 2524
497.487 8.432 59 1958 2 913
323.026 6.873 47 1967 1 2221
197.692 3.53 56 1929 1 822
457.128 7.033 65 1961 2 231
281.846 2.967 95 1959 2 333
482.667 7.426 65 1960 1 1132
745.077 7.451 100 1985 1 1236
377.59 5.553 68 1939 1 822
480.872 9.073 53 1957.5 2 231
322.872 8.726 37 1966 2 210
227.795 3.12 73 1972 1 822
620.359 7.754 80 1957.5 2 321
223.641 3.494 64 1934 2 1372
621.18 9.271 67 1961 2 532
379.949 7.599 50 1958 2 1347
341.333 10.039 34 1972 1 1714
351.179 6.503 54 1929 2 563
566.667 10.897 52 1929 2 210
606.974 9.338 65 1994 1 1712
226.718 5.966 38 1958 1 1375
174.821 2.963 59 1929 1 372
646.821 5.39 120 1939 3 2133
577.744 5.45 106 1954 1 1921
490.256 7.317 67 1957.5 1 163
275.333 6.883 40 1965 1 1404
589.128 8.926 66 1959 1 1712
795.077 11.358 70 1989 1 1636
287.487 9.583 30 1971 2 916
473.692 7.895 60 1929 2 914
334.513 6.969 48 1957.5 2 943
277.538 4.785 58 1924 2 732
738 9.225 80 1972 2 2027
359.128 4.988 72 1963 1 1712
425.385 6.165 69 1964 1 1622
438.769 7.978 55 1959 1 2025
510.974 8.111 63 1963 1 1712
256.564 6.934 37 1957.5 1 1025
209.59 4.366 48 1962 2 372
321.026 5.945 54 1960 1 1114
914.513 8.547 107 1959 2 1935
359.846 6.79 53 1973 1 2024
137.744 1.602 86 1939 2 942
616 8.8 70 1918 2 121
333.897 4.452 75 1957.5 1 951
303.231 4.212 72 1954 1 963
308 4.278 72 1970 2 964
178.308 4.572 39 1957.5 1 951
553.077 4.609 120 1918 1 962
794.667 8.109 98 1929 2 543
289.487 8.041 36 1957.5 2 1407
453.538 5.464 83 1972 1 1635
568.718 11.374 50 1994 2 1634
330.615 7.689 43 1969 1 1631
572.667 6.434 89 1979 1 1401
303.641 5.146 59 1960 1 272
414.974 5.533 75 1929 1 611
195.487 3.153 62 1918 1 623
190.359 5.145 37 1924 1 2223
610.103 6.29 97 1994 1 2142
657.077 11.137 59 1991 3 2133
398.205 4.856 82 1935 1 623
249.128 6.556 38 1995 1 2223
294.205 10.145 29 1956 2 1243
401.949 9.348 43 1918 1 811
678.82 7.986 85 1918 1 623
1020.103 10.626 96 1918 2 926
502.41 5.911 85 1957.5 2 413
365.282 4.455 82 1957.5 1 414
381.179 7.059 54 1957.5 2 926
429.436 6.048 71 1973 1 1642
456.974 8.462 54 1968 1 1641
336.103 10.503 32 1973 2 563
865.282 11.237 77 1994.5 2 1532
211.641 10.078 21 1972 2 565
331.179 3.68 90 1918 2 563
523.385 10.904 48 1996 1 1821
252.564 4.857 52 1957.5 1 1812
624.359 9.46 66 1929 2 563
358.256 11.196 32 1967 1 1812
179.897 2.116 85 1929 1 1812
340.718 6.814 50 1956 1 1811
601.18 9.249 65 1929 1 1811
604.974 6.797 89 1973 1 2024
303.026 9.183 33 1970 1 2121
314.103 4.832 65 1972 1 1402
523.59 7.7 68 1961 1 1406
602.82 8.865 68 1972 1 1401
1210.923 10.53 115 1955 3 1372
455.333 5.838 78 1968 2 1344
573.077 8.553 67 1972 1 1321
275.538 3.131 88 1934 2 1372
177.436 3.549 50 1929 2 1335
400.205 4.213 95 1918 2 1373
578.667 6.222 93 1964 1 1362
631.385 11.48 55 1981 1 1361
394.615 7.892 50 1967 1 1361
785.744 5.005 157 1918 2 1242
438.308 10.193 43 1991 2 1235
332.667 4.158 80 1960 2 1241
221.282 4.426 50 1918 1 1236
330.051 7.676 43 1952 1 1236
119.59 2.781 43 1937 2 1242
883.744 8.034 110 1918 2 411
230.923 2.887 80 1929 2 350
325.846 5.172 63 1957.5 2 411
436.564 9.095 48 1957.5 2 372
409.385 8.188 50 1918 2 360
434.667 11.145 39 1972 2 2031
218.103 8.724 25 1961 1 1831
617.846 9.965 62 1956 1 1841
513.487 7.551 68 1957.5 2 350
461.333 5.695 81 1959 2 415
386.308 4.89 79 1991 1 2222
805.795 11.192 72 1976 2 2145
256.205 4.2 61 1961 1 2135
478.923 8.552 56 1964 1 2121
174.256 2.904 60 1918 1 623
649.487 11.598 56 1985 2 1235
276.718 10.643 26 1959 1 624
275.282 6.882 40 1966 1 1134
384.308 6.005 64 1960 1 2131
691.949 8.046 86 1965 1 2148
220.872 3.248 68 1972 1 2222
512.256 8.987 57 1988 1 1236
821.487 8.647 95 1983 2 922
252.513 6.475 39 1961 1 1821
465.128 5.472 85 1973 1 713
180.308 3.22 56 1939 1 814
495.077 15.471 32 1991 2 332
442.872 6.92 64 1918 1 962
182.718 3.206 57 1918 2 961
246.923 2.245 110 1918 1 1711
648 7.535 86 1972 1 552
254.256 4.238 60 1918 1 1711
229.179 7.162 32 1968 1 1811
118.615 1.977 60 1939 1 1925
331.692 8.09 41 1961 1 1821
362.41 7.396 49 1957.5 1 552
256.872 7.784 33 1961 1 1133
196.154 3.325 59 1990 3 1952
326.256 9.063 36 1972 1 963
109.949 4.229 26 1918 2 916
1174.154 8.57 137 1918 2 372
377.436 4.603 82 1939 1 1011
185.333 6.178 30 1959 3 964
511.744 7.108 72 1991 2 2144
142.821 2.8 51 1940 2 734
314.308 9.244 34 1977 2 411
179.538 6.191 29 1959 3 924
330.82 16.541 20 1972 2 411
390 6.964 56 1957.5 1 1712
375.538 10.73 35 1939 1 962
340.82 5.41 63 1954 1 2513
437.077 6.829 64 1959 2 113
475.333 6.511 73 1968 1 1402
929.897 9.299 100 1972 1 1124
503.026 5.918 85 1957.5 2 350
539.18 9.985 54 1939 2 413
431.538 11.065 39 1957.5 2 413
345.385 4.428 78 1961 1 432
243.846 6.59 37 1957 2 411
544 7.884 69 1984 2 1235
273.744 9.125 30 1960 1 1241
300.718 5.276 57 1940 1 2525
329.897 3.881 85 1969 3 1851
289.436 14.472 20 1957.5 2 372
551.077 8.104 68 1957.5 2 372
366.154 6.538 56 1962 1 422
475.692 5.531 86 1953 1 1721
531.846 7.187 74 1960 3 512
291.385 3.511 83 1961 1 1631
398.821 5.048 79 1958 1 712
482.718 4.926 98 1974 1 1402
304.513 3.015 101 1929 2 1372
735.692 9.809 75 1918 2 232
695.128 8.275 84 1981 1 611
263.846 5.173 51 1958 1 1926
337.026 5.811 58 1939 2 563
441.641 7.24 61 1954 1 1821
259.897 3.375 77 1968 1 711
588.41 9.052 65 1993 1 1921
470.615 4.902 96 1929 1 611
523.744 3.851 136 1929 1 623
560.205 8.238 68 1981 2 731
454 8.107 56 1970 1 1712
218.564 2.876 76 1939 1 1014
739.846 15.099 49 1994 2 1853
303.744 7.408 41 1973 1 1643
305.487 5.091 60 1963 1 711
97.538 1.548 63 1918 1 563
425.179 9.663 44 1957.5 2 231
380.462 5.284 72 1993 2 951
500.359 7.148 70 1930 2 731
630.769 11.469 55 1939 2 426
457.026 7.254 63 1924 2 1261
337.538 4.116 82 1939 1 1011
463.436 10.533 44 1991 1 962
309.385 3.556 87 1918 2 412
336 3.294 102 1929 2 122
221.026 4.805 46 1948 1 1236
322 9.2 35 1957.5 2 415
517.077 8.618 60 1984 1 2149
201.897 4.12 49 1963 1 711
330.359 9.439 35 1972 1 1841
332.103 5.826 57 1929 1 623
422.256 8.445 50 1971 1 2021
493.026 10.271 48 1988 1 623
351.949 6.768 52 1932 1 1812
448.718 6.903 65 1972 1 915
187.949 3.481 54 1957.5 2 151
739.641 8.911 83 1964 1 1635
289.846 6.741 43 1918 2 231
333.436 9.262 36 1979 1 1833
479.077 6.222 77 1956 2 411
493.692 15.428 32 1957.5 1 962
213.744 10.178 21 1959 2 1261
384.513 6.202 62 1973 1 2024
263.487 4.25 62 1939 2 961
640.769 10.171 63 1936 2 1372
666.667 6.873 97 1974 1 1341
637.795 9.519 67 1939 1 962
431.897 9.189 47 1984 1 962
303.641 5.061 60 1957.5 2 152
323.231 10.427 31 1918 1 1713
448.205 7.003 64 1973 2 2144
445.846 5.184 86 1950 1 1131
447.744 3.731 120 1924 2 521
389.897 5.819 67 1959 1 1132
747.282 6.793 110 1957.5 1 1013
210.769 4.79 44 1918 1 1842
374.821 4.685 80 1954 1 1722
522 4.661 112 1918 2 522
395.282 5.27 75 1967 1 1957
1138.769 9.49 120 1971 3 1250
267.026 3.141 85 1988 1 422
575.744 3.598 160 1918 2 241
589.026 6.849 86 1985 1 252
435.692 4.685 93 1918 2 914
833.231 7.575 110 1918 2 961
557.333 13.593 41 1972 2 381
